X1,X2,Y
0.1,0.1,3.1524995834325136
0.11983967935871745,0.10981963927855712,3.4567716732076876
0.13967935871743486,0.11963927855711423,3.716208389007068
0.1595190380761523,0.12945891783567134,3.9410343333388593
0.17935871743486975,0.13927855711422846,4.138590616316153
0.1991983967935872,0.14909819639278557,4.314284392188803
0.21903807615230464,0.1589178356713427,4.472186360894461
0.23887775551102206,0.16873747494989982,4.615419640802681
0.2587174348697395,0.17855711422845694,4.746420326547567
0.27855711422845697,0.18837675350701405,4.867116553241125
0.2983967935871744,0.19819639278557116,4.979054330274099
0.3182364729458918,0.20801603206412828,5.083487734330008
0.33807615230460925,0.2178356713426854,5.181444707969276
0.35791583166332663,0.2276553106212425,5.273775829355198
0.3777555110220441,0.23747494989979961,5.361190982149906
0.3975951903807615,0.24729458917835673,5.444287288823239
0.41743486973947896,0.25711422845691384,5.52357064303269
0.4372745490981964,0.26693386773547095,5.599472489361691
0.45711422845691385,0.27675350701402807,5.672363030833431
0.4769539078156313,0.2865731462925852,5.742561721034491
0.49679358717434874,0.2963927855711423,5.810345670583867
0.5166332665330662,0.3062124248496994,5.875956436127689
0.5364729458917836,0.3160320641282565,5.9396055436629185
0.5563126252505011,0.32585170340681363,6.001479013179698
0.5761523046092185,0.3356713426853708,6.061741089128428
0.595991983967936,0.3454909819639279,6.120537334717521
0.6158316633266533,0.355310621242485,6.177997213113475
0.6356713426853707,0.36513026052104214,6.234236252136361
0.6555110220440882,0.37494989979959925,6.289357868806187
0.6753507014028056,0.38476953907815636,6.343454914506381
0.6951903807615231,0.3945891783567135,6.396610989432977
0.7150300601202405,0.4044088176352706,6.448901565544029
0.734869739478958,0.4142284569138277,6.500394949786991
0.7547094188376754,0.4240480961923848,6.55115311349472
0.7745490981963928,0.43386773547094193,6.601232409152975
0.7943887775551103,0.44368737474949904,6.650684191988201
0.8142284569138277,0.45350701402805615,6.69955536080187
0.8340681362725452,0.46332665330661327,6.747888830031703
0.8539078156312626,0.4731462925851704,6.7957239430309535
0.8737474949899801,0.4829659318637275,6.843096834931853
0.8935871743486975,0.4927855711422846,6.89004075212557
0.9134268537074148,0.5026052104208417,6.9365863342919925
0.9332665330661323,0.5124248496993988,6.982761864002903
0.9531062124248497,0.522244488977956,7.028593488166581
0.9729458917835672,0.5320641282565131,7.074105414951637
0.9927855711422846,0.5418837675350702,7.119320089300528
1.012625250501002,0.5517034068136273,7.1642583497003
1.0324649298597195,0.5615230460921844,7.208939568504954
